label,text,text_proc
false,On support for gay marriage,support gay marriage
true,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,republican led softening firearms training rules means untrained individuals would allowed carry guns state permit
barely-true,Says Julie Parrish voted to divert $160 million from public schools to private for-profit schools.,says julie parrish voted divert num_token million public schools private profit schools
mostly-true,The employer mandate affects only 5 percent of businesses in this country.,employer mandate affects num_token percent businesses country
false,The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian.,study states num_token percent traffic sellwood bridge clackamas county thoroughly debunked oregonian
half-true,Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.,recently seen government debt grow num_token trillion first num_token months obama administration equivalent num_token billion per day
mostly-true,"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",clinton raised money washington lobbyists health industry drug companies health insurance companies defense industry
false,"If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.",bush era tax cuts expire schedule budget close balanced four years
half-true,"Says Scott Browns carrying some big oil baggage because he collected over $400,000 in campaign contributions.",says scott browns carrying big oil baggage collected num_token campaign contributions
mostly-true,More than 60 percent of people in America support Planned Parenthood and only 11 percent approve of Congress.,num_token percent people america support planned parenthood num_token percent approve congress
barely-true,There is majority support for the Democrats' health care plans.,majority support democrats health care plans
false,We know from the social science that children do best with a mom and a dad.,know social science children best mom dad
true,"From 05 to 09, weve had 1,100 soldiers commit suicide, one every 36 hours.",num_token num_token weve num_token soldiers commit suicide one every num_token hours
half-true,Says $30 million gap in stadium funding forced the Portland Beavers to leave.,says num_token million gap stadium funding forced portland beavers leave
half-true,"Murder went up when Romney was governor. ""Robbery went up. Violent crimes went up.""",murder went romney governor robbery went violent crimes went
mostly-true,"All 28 members of NATO have pledged to spend at least 2 percent of their economy on defense. But only three countries do -- Britain, Greece and us.",num_token members nato pledged spend least num_token percent economy defense three countries britain greece us
barely-true,"Under Scott Walker, Wisconsin moved from 16th to third in percentage of people with student loan debt.",scott walker wisconsin moved th third percentage people student loan debt
mostly-true,Nine out of the 10 poorest states are Red states.,nine num_token poorest states red states
half-true,The Public Employee Retirement System is making more millionaires than the Oregon state lottery.,public employee retirement system making millionaires oregon state lottery
half-true,"Says we have put more boots on the U.S.-Mexico border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.",says put boots u mexico border time history illegal crossings nearly num_token percent peak num_token
mostly-true,"In Wisconsin, unions can essentially give unlimited contributions to political parties, but business cant give any.",wisconsin unions essentially give unlimited contributions political parties business cant give
false,I sponsored the new Buy American law,sponsored new buy american law
barely-true,Says Bernie Sanders has been largely a very reliable supporter of the NRA.,says bernie sanders largely reliable supporter nra
false,Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.,funding federal health care law without tax hike require state cut nearly quarter annual budget
pants-fire,"Hillary Clinton says she wants to, raise taxes on the middle class.",hillary clinton says wants raise taxes middle class
pants-fire,"When one person sneezes, it goes all the way through the aircraft.",one person sneezes goes way aircraft
mostly-true,A test last month at the MAX station at 162nd Avenue and East Burnside saw crime down 41 percent compared with December 2009,test last month max station nd avenue east burnside saw crime num_token percent compared december num_token
barely-true,"Republicans actually doctored emails between administration officials about Benghazi. Then, they released them to the press, trying to pass them off as real.",republicans actually doctored emails administration officials benghazi released press trying pass real
false,Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,says new gop wisconsin assembly members voted take funding away public schools districts give private milwaukee voucher schools
mostly-true,"Gov. Lawton Chiles said ""if I were to become ... become speaker of the House it would be (his) worst nightmare.""",gov lawton chiles said become become speaker house would worst nightmare
pants-fire,"If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.",atlanta mayor kasim reed wants like bull connor
half-true,"The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.",governors taking fiscal advice first fiscal quarter year weve seen num_token percent increase spending double digit spending executive branch state texas
true,"Following the 2009 session, Texas House Speaker Joe Straus was acknowledged and thanked for his tireless efforts by Planned Parenthood, the nations premier abortion provider.",following num_token session texas house speaker joe straus acknowledged thanked tireless efforts planned parenthood nations premier abortion provider
false,Says Gov. Scott Walker has made Wisconsin 2nd in the nation in losing jobs.,says gov scott walker made wisconsin nd nation losing jobs
half-true,Gov. Rick Scott signed into law a bill that gives Floridas public officials an easy way to avoid disclosing their personal finances.,gov rick scott signed law bill gives floridas public officials easy way avoid disclosing personal finances
true,Ohio today has the fewest number of state employees since the Reagan administration.,ohio today fewest number state employees since reagan administration
false,This is the worst jobs recovery since the Great Depression.,worst jobs recovery since great depression
barely-true,"If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",sellwood bridge replaced shut within eight years
half-true,"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",says jim renacci ran washington establishment election hypocritically embracing big money special interest fundraisers
false,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,whether governor massachusetts able appoint interim u senator
barely-true,"In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.",num_token corporations paid num_token taxes every num_token worker today pay num_token cents every num_token worker
barely-true,"In the last four years, our economy has grown on average 0.9 percent a year.",last four years economy grown average num_token percent year
mostly-true,Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,rhode island taken federal medicaid funding shown run program cost effectively federal government
barely-true,Harry Reid has voted to give illegals Social Security benefits even for the time they were here illegally.,harry reid voted give illegals social security benefits even time illegally
pants-fire,"Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?",says president obama said nobody made guys go war whine bearing costs choice
mostly-true,"Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be. A planned nuclear plant repair will only increase that percentage.",little num_token percent electric bill electric bill num_token percent pass throughs whether building nuclear plants whatever may planned nuclear plant repair increase percentage
half-true,What the District of Columbia was trying to do(with its handgun ban) was to protect toddlers from guns.,district columbia trying handgun ban protect toddlers guns
false,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,theres nothing voting instructions weve getting last several elections lets know limitations master lever
false,On raising taxes.,raising taxes
false,"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",obamacare slush fund paid spay neuter dogs cats counted anti obesity campaign
half-true,Thousands of Americans have been killed by illegal immigrants.,thousands americans killed illegal immigrants
barely-true,"There is currently no ability to vet these people, referring to Syrian refugees.",currently ability vet people referring syrian refugees
pants-fire,A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,bill save teacher jobs completely paid closing corporate tax loopholes
false,"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",says george w bushs administration losing millions jobs per month barack obama three years gaining hundreds thousands jobs per month
pants-fire,A U.S. Government Accountability Office report says Planned Parenthood Federation of America cannot find some $1.3 billion given to it by the federal government from 2002 through 2008.,u government accountability office report says planned parenthood federation america cannot find num_token billion given federal government num_token num_token
barely-true,"Under the administration of Gov. Scott Walker, northern Wisconsins mining economy is moving forward and more people are getting good, high-paying jobs.",administration gov scott walker northern wisconsins mining economy moving forward people getting good high paying jobs
pants-fire,Obamacare prevents (Florida) from regulating insurance.,obamacare prevents florida regulating insurance
half-true,We got [the Quonset Business Park] for free and were getting zero dollars out of it into the state coffers other than the fact that it produces the jobs.,got quonset business park free getting zero dollars state coffers fact produces jobs
pants-fire,Super Bowl Sunday has the highest rate of domestic violence.,super bowl sunday highest rate domestic violence
mostly-true,More people without health care since George Bush took office; more children in poverty since George Bush took office.,people without health care since george bush took office children poverty since george bush took office
true,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",georgia th highest rate adults ages num_token num_token without high school diploma ged
mostly-true,"We've lost over 5,000 Americans over there in Afghanistan, in Iraq, and plus the civilians killed.",lost num_token americans afghanistan iraq plus civilians killed
false,On mandating health care coverage.,mandating health care coverage
half-true,"Since President Obama took office, over 88,000 Ohio workers have lost their jobs.",since president obama took office num_token ohio workers lost jobs
false,Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas.,says ron johnson voted five times tax breaks help companies ship wisconsin jobs overseas
false,Says he led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.,says led effort build new university wisconsin milwaukee engineering campus wauwatosa
mostly-true,"There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress that concluded nobody did anything wrong, but there were changes we could make.",seven investigations benghazi led mostly republicans congress concluded nobody anything wrong changes could make
half-true,I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.,created flat tax state utah took state number one position terms job creation
half-true,On using embryonic stem cells for medical research.,using embryonic stem cells medical research
mostly-true,One-third of the economic stimulus package was tax cuts.,one third economic stimulus package tax cuts
true,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosis district office in downtown San Francisco.",taxpayers pay num_token month house speaker nancy pelosis district office downtown san francisco
barely-true,"Sherrod Brown opposed blocking a new EPA emissions rule, despite acknowledging that the EPAs cap-and-trade regulations are burdensome and could harm economic growth in Ohio.",sherrod brown opposed blocking new epa emissions rule despite acknowledging epas cap trade regulations burdensome could harm economic growth ohio
barely-true,"(President Barack Obama gave) half a billion in taxpayer money to help his friends at Solyndra, a business the White House knew was on the path to bankruptcy.",president barack obama gave half billion taxpayer money help friends solyndra business white house knew path bankruptcy
false,"If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.",went back obesity rates existed num_token would save medicare system trillion dollars
pants-fire,"Im the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.",im candidate democratic primary actually either side wall street financiers hedge fund managers actually running ads
half-true,"Jimmy Langevin is having a fundraiser . . . to retire the debt from his campaign for secretary of state, which was 12 years ago.",jimmy langevin fundraiser retire debt campaign secretary state num_token years ago
false,"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.",average student spending num_token num_token life loan surcharge
barely-true,"In Afghanistan, it is very, very rare that someone who is killed in action is not killed by an improvised explosive device, or IED.",afghanistan rare someone killed action killed improvised explosive device ied
false,Says a federal plan to expand Medicaid would cost Florida taxpayers $26 billion over 10 years.,says federal plan expand medicaid would cost florida taxpayers num_token billion num_token years
mostly-true,Says I dont agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.,says dont agree mr hales give sweeping break developers allow build infill housing without paying basics
barely-true,"The Obama administration is proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obamas Clean Power Plan would even save through 2030.",obama administration proposing mine another num_token billion tons wyoming coal would unleash three times carbon pollution obamas clean power plan would even save num_token
pants-fire,Says Wendys founder Dave Thomas left the state literally on his deathbed to avoid the estate tax.,says wendys founder dave thomas left state literally deathbed avoid estate tax
half-true,I helped to bring peace to Northern Ireland.,helped bring peace northern ireland
true,African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,african americans likely arrested police sentenced longer prison terms thing whites
half-true,"Over $1 trillion was spent on anti-poverty programs in 2011, enough to give every single poor American a check for $22,000.",num_token trillion spent anti poverty programs num_token enough give every single poor american check num_token
mostly-true,I have always opposed drivers licenses for illegal aliens.,always opposed drivers licenses illegal aliens
half-true,Theres now been three independent investigations (into the bridge scandal) all of which have said that Christie did not have prior knowledge of or involvement in the lane closures.,theres three independent investigations bridge scandal said christie prior knowledge involvement lane closures
half-true,Says David Wu has presided over 137 months in which Oregons unemployment rate has been above the national average.,says david wu presided num_token months oregons unemployment rate national average
true,Wisconsin is one of several states where you can change your early ballot if you think youve made a mistake.,wisconsin one several states change early ballot think youve made mistake
false,Says Kurt Schrader cast the deciding vote that failed to extend tax cuts for Oregons middle-class families and small businesses.,says kurt schrader cast deciding vote failed extend tax cuts oregons middle class families small businesses
mostly-true,Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,pakistan num_token nuclear warheads theyre rushing build lot theyll great britain sometime relatively near future
barely-true,"Under a new federal regulation, it will cost Pinellas County $31 million to fix a single ditch.",new federal regulation cost pinellas county num_token million fix single ditch
false,Says Gov. Scott Walker is openly backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions by at least a third for current and retired public employees,says gov scott walker openly backing move abolish state retirement system convert num_token k style plan reduce pensions least third current retired public employees
half-true,"Many of the 9/11 conspirators came from the Muslim Brotherhood, including Osama bin Laden, Ayman Zawahiri and Khalid Sheikh Mohammed.",many num_token num_token conspirators came muslim brotherhood including osama bin laden ayman zawahiri khalid sheikh mohammed
half-true,Gangs have increased by 40 percent since this president was elected.,gangs increased num_token percent since president elected
barely-true,"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",latest evidence republican success since beginning current legislative term state unemployment gone almost num_token num_token adjusted
barely-true,Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ...I dont have a Super PAC.,republican mark kirk outsourcing campaign super pac funded almost exclusively bunch hedge fund billionaires dont super pac
barely-true,Wisconsin education agency urged white students to wear white wristbands as a reminder about your (white) privilege.,wisconsin education agency urged white students wear white wristbands reminder white privilege
false,Under the Nuclear Nonproliferation Treaty enrichment has been limited to basically the weapons states.,nuclear nonproliferation treaty enrichment limited basically weapons states
barely-true,Surface temperatures on Earth have stabilized.,surface temperatures earth stabilized
false,Sen. Jeff Merkley voted six times for more debt.,sen jeff merkley voted six times debt
mostly-true,How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,many concerts would taylor swift perform pay one day interest national debt would perform every day three years
false,"Congress has cut funding, has slashed funding, for veterans benefits over these last years.",congress cut funding slashed funding veterans benefits last years
half-true,Says the United States has the worlds greatest health care system.,says united states worlds greatest health care system
mostly-true,U.S. Senate candidate Jack Kingston requested more earmarks than any other GA Congressman and all GA GOP members combined.,u senate candidate jack kingston requested earmarks ga congressman ga gop members combined
false,Siemens has been unable to fill approximately 200 skilled trade positions in metro Atlanta.,siemens unable fill approximately num_token skilled trade positions metro atlanta
false,Fifty-three percent of graduates from liberal arts colleges these days cant find jobs.,fifty three percent graduates liberal arts colleges days cant find jobs
true,Says Delaware County has more waterfront property than any other county in the state of Ohio,says delaware county waterfront property county state ohio
barely-true,Says he has never received any contributions from the Koch brothers.,says never received contributions koch brothers
barely-true,"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",john mccain's health care plan leaves pay mccains health insurance tax
true,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,georgia led nation student fatalities caused motorists illegally passing stopped school buses
pants-fire,Says President AbrahamLincoln tried to arm the slaves.,says president abrahamlincoln tried arm slaves
half-true,"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",delivered flat tax state took state num_token job creation due respect rick perry said texas little bit better
barely-true,"Part of his ride was to warn the British that were already there that, Hey, youre not going to succeed.",part ride warn british already hey youre going succeed
half-true,I cut taxes 23 times when I was mayor of New York City.,cut taxes num_token times mayor new york city
false,"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",governing magazine estimated states dont expand medicaid minimum said num_token percent rural hospitals close states
pants-fire,"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",sweetheart deal members congress thanks obama administration going people america get subsidies obamacare exchanges
barely-true,"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",sen robert bennett r utah cast votes tarp stimulus individual mandate health care
mostly-true,"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.",republican governor chris christie tolls cost train bus rides cost college tuition goes christie protected tax cut millionaires
half-true,"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",num_token delphi salaried retirees lost num_token percent pensions result political favoritism backroom deals
true,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,florida democrats put social security number wifes employment identification number mail piece
mostly-true,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,says new epa water regulations would force state make drainage canals every bit clean pristine florida river systems
half-true,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",sharron angle supported scientology plan give massages prisoners
barely-true,"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",eight years ronald reagan african american median income rose num_token
half-true,The largest enterprise in the world is the federal government of the United States of America,largest enterprise world federal government united states america
true,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,says oregon ranks th nation regard incarceration rate
half-true,"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",num_token years inaction raised fuel standards middle next decade cars trucks go twice far gallon gas
false,Says Jeb Bush has released 10 percent of his emails.,says jeb bush released num_token percent emails
half-true,More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,private sector jobs created first eight months num_token eight years bush administration
true,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,creeping defense commitments middle east globally consume half u discretionary budget annually
pants-fire,"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",karen handel would felt like ok go abort sarah palins son trig syndrome
pants-fire,The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,u census believes num_token majority americans use spanish first language
mostly-true,"As the CEO of HP, Carly Fiorina laid off 30,000 workers.",ceo hp carly fiorina laid num_token workers
false,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,politicians corporate lobbyists trying take away right spend paycheck want
true,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.",num_token percent latinos support dream act allows undocumented youth attend college marco rubio opposes
pants-fire,I remember landing under sniper fire.,remember landing sniper fire
false,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,says mahmoud ahmadinejad said nuclear weapon use wipe israel face earth use united states america
false,Bill McCollum on the Arizona immigration law.,bill mccollum arizona immigration law
false,There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,similar clips newt gingrich talking ineffective president bush trying control north korea
barely-true,Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,says rick perry guy tracked democratic legislators fled texas num_token
false,Rhode Islands graduated driving license has saved hundreds of lives.,rhode islands graduated driving license saved hundreds lives
barely-true,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",eighty five percent floridians benefit expanding medicaid single childless adults
false,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,wisconsin unemployment rate higher u rate three months mary burke state commerce secretary
true,Georgia lawmakers fuel up for the session by feasting on wild hogs.,georgia lawmakers fuel session feasting wild hogs
pants-fire,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,switzerland government issues every household gun lowest gun related crime rate civilized country world
true,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,says rasmussen falsely claimed lived west linn district year
mostly-true,Ninety-five percent of all the wages in Texas are above minimum wage.,ninety five percent wages texas minimum wage
false,We dont have a (military) reserve force if something happens.,dont military reserve force something happens
half-true,Georgias illegal-immigration legislation simply follows existing federal law.,georgias illegal immigration legislation simply follows existing federal law
barely-true,"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",saystheres num_token anchor babies born united states year areindividuals coming country children children u citizens
false,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,wisconsin gov scott walkers budget okays disposing unclaimed pound dogs university research facilities
barely-true,"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",hope scholarship num_token percent high school students made num_token sat left state georgia num_token percent stay state georgia
true,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,democratic campaign fla governor ever kinds resources early election cycle
barely-true,Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,says hillary clinton spoken lies foreign policy said want japan get nuclear weapons give break
false,The error rates for the Fulton County elections department are well below the average.,error rates fulton county elections department well average
mostly-true,"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",oregon concealed gun applications include home phone numbers home address social security numbers kinds guns house whether dishonorably discharged military controlled substances taking ever accused accused mind stalking
mostly-true,"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",become nominee democratic nominee pro choice candidate ballot
mostly-true,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",smoking rate nationally fallen num_token percent georgians still light
mostly-true,"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",num_token percent firearms dealers inspected num_token noncompliant federal law num_token percent inspected dealers licenses revoked
half-true,"John McCain's tax plan will give no reduction ""for 100-million American families.""",john mccain's tax plan give reduction num_token million american families
true,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,think little less half people prisons less year people check kiters dont pay child support locking state pen
barely-true,"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",rob portmans plan tax slash privatize social security would devastate ohioans
mostly-true,The founders advised non-interventionism.,founders advised non interventionism
false,The state constitution clearly says theres not to be a state income tax in Tennessee.,state constitution clearly says theres state income tax tennessee
barely-true,The Bush administration prosecuted 190 suspected terrorists in federal courts.,bush administration prosecuted num_token suspected terrorists federal courts
true,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,quarterbacks super bowl mvp num_token percent time
false,This is the slowest job recovery since Hoover.,slowest job recovery since hoover
true,Says Mitt Romney flip-flopped on abortion.,says mitt romney flip flopped abortion
false,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",past president obama refused meet representatives cuban exile organizations
half-true,We buy 35 percent of all Chinese exports.,buy num_token percent chinese exports
half-true,53 percent of Americans cut back on their health care in the last year because of costs.,num_token percent americans cut back health care last year costs
true,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,says transportation plan would make virginia first state nation eliminate state tax gasoline
barely-true,Wisconsin now ranks among the top 10 states for out-migration.,wisconsin ranks among top num_token states migration
mostly-true,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,weve outdrawn super bowl little arenas stadiums weve followed super bowl weve gone nfl surpassed ticket sales
false,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,wisconsin women paid num_token cents dollar man job
half-true,Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,says states pension health benefits reform includes destruction public sector collective bargaining rights
half-true,Says Paul Workman authored legislation providing amnesty for illegal immigrants.,says paul workman authored legislation providing amnesty illegal immigrants
false,Steve Santarsiero wrote PAs Gun Safety Law.,steve santarsiero wrote pas gun safety law
false,Says Common Core is a federal mandate.,says common core federal mandate
false,Milwaukees police chief can fire officers for basically no cause.,milwaukees police chief fire officers basically cause
mostly-true,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,num_token percent texas th graders proficient math num_token teacher undergraduate major math
half-true,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,ten retired nuns barred voting num_token indiana democratic primary
half-true,Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,goodwill industries international pays workers disabilities wages low pennies per hour
mostly-true,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",john mccain voted tax cuts num_token num_token wrongly claiming helped rich
mostly-true,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",virginia people going getting marriage licenses num_token num_token num_token num_token years old
mostly-true,Republican ideas on health care dont give people an option to even enroll in something that they can afford.,republican ideas health care dont give people option even enroll something afford
true,You cant build a Christian church in Saudi Arabia.,cant build christian church saudi arabia
false,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",congressional budget office supposedly non partisan estimates years average cost every family four cap trade num_token per year
true,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",federal government spending num_token year per family group four could balance budget dropping num_token
false,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,pentagon made since debunked heroics pow jessica lynch tried avoid capture iraq
half-true,(Romney's) record was that he raised taxes by $730-million.,romney's record raised taxes num_token million
true,The U.S. military footprint in Africa is nearly nonexistent.,u military footprint africa nearly nonexistent
half-true,On campaign donations from Texas Capitol lobbyists.,campaign donations texas capitol lobbyists
true,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",decades social security medicare medicaid mandatory spending programs paying interest due debt eclipse entire budget
mostly-true,There are only about 10 people in the United States Senate who have any real business experience.,num_token people united states senate real business experience
barely-true,Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,senator jeff plale saved job num_token others bucyrus international
half-true,95 percent of the worlds customers are beyond our shores.,num_token percent worlds customers beyond shores
barely-true,Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,says reason pay toll every time pass bridge mopac william cannon
half-true,Says he restored prayer and the pledge in our schools.,says restored prayer pledge schools
mostly-true,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",barack obama candidate take dime oil company pacs lobbyists
barely-true,SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,sayspatrick murphys pay energy agenda means could pay another num_token year utility bills
barely-true,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,paul ryan one less dozen republican congressmen voted every bailout come congress
barely-true,Says 50 million people would lose their health insurance if Obamacare is repealed.,says num_token million people would lose health insurance obamacare repealed
half-true,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,virginia democrats recently enforced voter id rules considerably stringent contained state law denounce
true,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",donald trumps tax plan top num_token percent taxpayers people earning multiple millions dollars year average would get tax relief bottom num_token percent taxpayers combined
barely-true,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,federal money medicaid expansion guaranteed years goes away
half-true,"Barack Obama will ""raise Social Security taxes.""",barack obama raise social security taxes
pants-fire,Obesity kills 34 children per hour.,obesity kills num_token children per hour
pants-fire,Sherrod Brown sent billions of our tax dollars to foreign countries.,sherrod brown sent billions tax dollars foreign countries
false,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,says politifact listed governor scott walker wisconsin governor told lies untruthful governor chris christie made politifacts top five lie en governors
false,On whether President Obamas speeches to school children spread socialist ideology.,whether president obamas speeches school children spread socialist ideology
false,The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,number jobs created people lifted poverty bill clintons presidency hundred times president ronald reagan
